-5.585284210411874e-08	-5.970227103936122e-08	-6.975297344367505e-09
-3.897239539992326e-08	-3.524778230800318e-08	-1.7268926656421823e-07
-2.5785326120523133e-09	-7.859147674621656e-09	-3.626402337607258e-08
-1.6711003751595758e-09	9.776911977296557e-10	-6.190406425281464e-08
-3.431459211760955e-08	-1.6247760831611585e-08	-6.47844140723083e-08
-4.552682146986541e-08	-3.81301277520861e-08	3.619236015736296e-08
-3.812102055383266e-09	-5.1302531375728396e-09	-3.994042210585252e-09
4.14078229323935e-08	5.2305072606452946e-08	7.790315730467809e-08
7.697945966377249e-08	6.696283474696276e-08	8.040474990546814e-08
3.216596315745542e-08	2.2208750874416696e-08	3.997412875193367e-08
-4.551459716289737e-08	-4.892290868309573e-08	-7.733652438696505e-09
-3.768462067025269e-08	-5.75482959635174e-08	-2.7765988900928447e-08
1.0119362943598995e-08	1.6430924718020467e-10	-8.57307498155877e-08
3.222993400281078e-08	5.0689750058231926e-08	7.53905035340006e-08
-7.123627474974979e-10	1.5433042285219743e-08	-3.072144447009826e-08
-6.647806896434607e-08	-7.665166338399718e-08	-8.775921081783266e-08
-1.1937376406911359e-07	-1.0594226616605669e-07	-1.2669662479263435e-07
-7.449963562690907e-08	-5.210157866798341e-08	3.56670368586999e-08
1.8142566252819264e-08	1.7972511815343646e-08	3.284983794001881e-12
4.129926730743676e-08	4.3353311039074266e-08	-3.56632762166431e-08
1.329623573297398e-08	-2.3041532879696886e-09	3.7159510832325715e-08
-3.5846325292856086e-08	-6.33831124854747e-08	-6.73813198305754e-08
-8.487467814725349e-09	-4.569837162691116e-08	-7.216078211541319e-08
4.236431500410807e-08	5.089203381241735e-08	1.1339580991170292e-07
8.914736916049376e-08	9.999628509013853e-08	7.424340478400016e-08
8.07729296451831e-08	6.74233719799796e-08	1.0401018718122166e-07
-2.3192583783966726e-08	-1.4056111424061939e-08	-3.744236962134156e-08
-8.69316957230684e-08	-5.2218205997720354e-08	-1.5379398360393265e-08
-5.4484156409473194e-08	-4.597744555593504e-08	3.6971215922977394e-09
6.541394991094071e-09	-8.792514623059245e-09	6.08534377087413e-08
2.570353766821907e-08	2.7974791581835194e-08	1.0888084499232296e-07
-8.777586024538167e-09	6.555290318641637e-11	-4.583192877900311e-08
-3.429669180789983e-08	-5.8086295261526835e-08	-7.215561347436953e-08
-1.649569556023427e-08	-2.392521862321049e-08	1.8519544458783372e-08
4.790287238398107e-08	6.600599976937101e-08	6.596526510746588e-08
7.352787513696984e-08	8.212662534599884e-08	7.12681803222108e-08
5.030130044578819e-08	5.69154557732655e-08	7.76354784893828e-08
2.4510743954334424e-08	2.516492627539523e-08	-3.1459129014468284e-08
1.8131409811855136e-08	-1.5880390136280705e-08	5.324284669477024e-08
-9.342078185284077e-09	-5.5288553829919304e-09	5.951342539899845e-08
-1.7413501527505414e-08	3.4443741801951983e-09	-2.0426073268955161e-07
1.1179052738854305e-08	2.0250430517501277e-09	-1.0346938481681198e-07
3.1773917625273846e-08	2.5107702640344497e-08	-7.717788277786252e-08
-8.779148554290967e-11	2.2091007145215972e-08	-6.299127403015675e-08
-2.7016878922925565e-08	-1.9827760539743096e-08	-1.778628167269304e-08
-3.2519226966530206e-08	-4.021555769925792e-08	1.0480817839462287e-08
-4.839783861898451e-09	-6.784203206617851e-09	-3.9974793961634535e-08
2.8304042947876544e-08	2.9110774737642433e-08	3.791426844301912e-08
3.364334828487015e-08	3.851301508000554e-08	1.3653322269054763e-08
2.28990057868665e-08	9.614500874309593e-09	-7.52413281770101e-08
1.0441267771003342e-09	-1.8706204867126383e-08	-3.9299585852198304e-08
-3.6461699745850004e-08	-2.0347279782903517e-08	1.046452488493998e-07
-1.709304973490555e-08	6.444382589476049e-09	8.32699807256578e-09
3.9279032888848725e-09	2.891905475777602e-08	7.407478470912093e-08
3.3340862317511005e-08	7.090900220921259e-09	4.582398972325372e-08
-1.2027310230985155e-08	-3.4616999580504026e-08	2.5696967248199445e-08
-8.413401882621227e-08	-6.867692961669762e-08	-4.897069129344747e-08
-2.3545085236000575e-08	-3.4699720444754815e-08	-1.8564467325143543e-08
3.8693350349679295e-08	3.865087530540895e-08	-1.0419625761374272e-08
5.5413678884552555e-08	5.994106149514473e-08	7.047606258299225e-08
6.174672473496625e-08	4.131256226381606e-08	-3.327511650179222e-09
2.107809873553138e-08	-3.2226275897479757e-09	7.25869510674902e-08
-4.402789194928371e-09	-9.276781629323345e-09	6.761090029593258e-08
7.2019541713776e-09	3.89393977697721e-08	7.211701164054812e-08
2.0126535909643283e-08	3.833116368411925e-08	-2.3278537751135458e-09
2.5103562270344707e-08	1.610534995593406e-08	5.006408971049287e-08
-3.1847458737569914e-08	-3.152700074380909e-08	-3.321056442546307e-08
-9.954526152511727e-08	-8.75890235779811e-08	-1.5323581840646288e-07
-1.0495124230667176e-07	-9.27619315056011e-08	-1.154829100111566e-07
-7.77448264670091e-08	-5.198304652756725e-08	-1.2104461079682403e-07
-2.9682938726745334e-08	-4.6151564986092294e-08	-9.020818700303888e-08
4.919464584298739e-09	-3.679732412671159e-08	4.269752801256895e-08
8.836577552736056e-09	1.672704461534623e-09	-8.39800016510778e-09
-6.978464622993982e-09	3.701287837768755e-08	-3.4080991266148e-08
2.862408410018586e-08	2.4296564074133418e-08	3.867762517546916e-08
7.408133838619915e-08	4.60578951157825e-08	1.5604246281844275e-07
7.296381181922252e-08	9.232857690966726e-08	1.1197310890920048e-07
5.458990324128268e-08	5.138400771488938e-08	7.478425247926734e-08
-9.757444261589574e-11	-3.448871991526639e-08	1.2076573600380976e-08
-6.487009562592595e-08	-8.514573289520126e-08	8.624699441059028e-08
-8.24567910251856e-08	-5.359098043868832e-08	-3.170650209006051e-08
-3.336968802614819e-08	1.402768800188667e-09	1.1933876534986831e-08
2.363116086083768e-08	3.28762319492927e-08	-4.91331818170113e-08
2.3206575606174487e-08	7.503081302773201e-09	-1.4050962489289511e-07
-5.351143145950534e-08	-4.998429961216115e-08	-1.4191263578766608e-07
-1.0834949144394861e-07	-8.595149347850048e-08	-7.076073383329151e-08
-4.1197134193716704e-08	-4.28967718603128e-08	-9.505018523635953e-08
7.466483490997114e-08	5.8136540218105067e-08	1.1666189150018135e-07
1.1644943638076524e-07	7.20641251597702e-08	9.953016027266807e-08
3.835762121446453e-08	2.3790472050117005e-08	-8.431772831577417e-09
-5.6029715691703454e-08	-6.378202951308828e-08	-1.0736549456016995e-07
-5.3325878320506234e-08	-5.994882449418257e-08	-1.767750106481442e-08
4.300107422074387e-08	7.378422977322017e-08	3.6288044935497956e-08
9.166429354860724e-08	1.3504233626642288e-07	7.566003978781511e-08
8.320029383332088e-08	6.386162979095482e-08	3.861008016859355e-08
-2.7382712395800932e-08	-3.8289011664767167e-08	-4.438516548397019e-09
-9.208532930044188e-08	-8.403264809977843e-08	-5.62240442388844e-08
-4.223224949403323e-08	-2.2803493639035084e-08	1.0164289837176238e-07
8.07562528510802e-08	7.699684932718006e-08	-6.080000577629076e-08
1.2428596380600114e-07	9.018950820925141e-08	3.870469053449141e-08
8.585778796640885e-09	8.790054981232176e-09	4.9345850448024885e-08
-1.0232874506843399e-07	-9.295453779703083e-08	-5.645215973190816e-08
-9.370370372464408e-08	-8.25731078468374e-08	-5.1540580087630425e-08
3.5419200853940155e-08	4.0408292521106283e-08	1.0824537664981938e-07
1.3647250628738707e-07	1.1500190328308624e-07	3.3481739707678563e-10
6.51475432857213e-08	6.767690381688401e-08	8.569953844448059e-08
-8.084696294304126e-08	-6.25372987773142e-08	-5.727991896922702e-08
-1.2491293723587637e-07	-1.130828012579783e-07	-1.1997309693664198e-07
-3.3959011671662094e-08	-3.011009504427775e-08	2.5055479583947947e-08
5.196157658194311e-08	6.026712288182759e-08	1.463916532889939e-07
4.7746431310757315e-08	5.126677094429663e-08	3.106988903784415e-08
-2.2246239986306197e-08	-3.044727771737035e-08	5.339118251691764e-08
-6.554646672322068e-08	-9.8222567716041e-08	-1.8529569903713362e-07
-3.5135901479336874e-08	-4.404727327672708e-08	-2.385091473901566e-08
