evt,year,month,day,hour,minute,second,evlat,evlon,evdep,evmag,time_shift,half_duration,m_rr,m_tt,m_pp,m_rt,m_rp,m_tp
C202107212115A,2021,7,21,21,15,12,7.37,-82.84,17.0,6.72,0,5.6,-7e+16,-4.0599999999999995e+18,4.13e+18,-1.0599999999999999e+18,-3.7e+17,1.4599999999999998e+19
C202107220224A,2021,7,22,2,24,58,-14.79,166.67,31.3,5.55,0,1.5,2.45e+17,-1.86e+16,-2.26e+17,6.7e+16,1.1099999999999998e+16,9.48e+16
C202107230405A,2021,7,23,4,5,40,79.64,3.16,13.8,5.5,0,1.4,-1.81e+16,-1.9399999999999997e+17,2.12e+17,5.399999999999999e+16,-3.27e+16,-6.4e+16
C202107230616A,2021,7,23,6,16,4,-4.71,152.99,44.6,5.54,0,1.4,7.419999999999998e+16,1.7999999999999997e+17,-2.54e+17,1.45e+16,-1.2299999999999998e+17,-7.01e+16
C202107232048A,2021,7,23,20,48,57,13.78,120.6,119.8,6.64,0,5.1,9.129999999999999e+18,-4.889999999999999e+18,-4.25e+18,2.14e+18,5.37e+18,6.23e+18
C202107232057A,2021,7,23,20,57,18,13.86,120.53,116.1,5.83,0,2.0,3.6699999999999994e+17,-2.68e+17,-9.88e+16,1.25e+17,4e+17,4.51e+17
C202107232313A,2021,7,23,23,13,52,-26.56,-175.17,26.3,5.76,0,1.8,4.1599999999999994e+17,-9.15e+16,-3.2499999999999994e+17,2.21e+17,3.42e+17,-6.07e+16
C202107241251A,2021,7,24,12,51,28,-29.88,-176.57,12.0,6.08,0,2.7,1.26e+18,-1.9999999999999996e+16,-1.24e+18,2.8799999999999997e+17,9.869999999999999e+17,-4.03e+17
C202107251017A,2021,7,25,10,17,0,-29.89,-176.35,12.0,5.83,0,2.0,5.1899999999999994e+17,-3.63e+16,-4.8299999999999994e+17,1.63e+17,4.45e+17,-1.4399999999999998e+17
C202107251609A,2021,7,25,16,9,50,-29.7,-176.35,12.0,5.61,0,1.6,2.2299999999999997e+17,-9300000000000000.0,-2.13e+17,8.92e+16,2.21e+17,-6.89e+16
C202107260352A,2021,7,26,3,52,3,-0.64,121.95,12.0,5.75,0,1.8,-3.78e+17,4.3899999999999994e+17,-6.18e+16,1.35e+17,-3.33e+16,-3.56e+17
C202107260745A,2021,7,26,7,45,20,-65.29,-179.75,12.0,5.43,0,1.3,-2.55e+16,1.7999999999999997e+17,-1.55e+17,-3.999999999999999e+16,-5799999999999999.0,-4.71e+16
C202107261209A,2021,7,26,12,9,6,-0.67,121.97,12.0,6.23,0,3.2,-2.22e+18,2.0699999999999997e+18,1.57e+17,9.13e+17,2.91e+17,-1.52e+18
C202107290615A,2021,7,29,6,15,47,55.42,-157.32,30.2,8.25,0,32.4,1.04e+21,-7.67e+20,-2.71e+20,2.3999999999999995e+21,1.3699999999999997e+21,-4.95e+20
C202107292056A,2021,7,29,20,56,0,-34.86,-112.17,15.0,5.43,0,1.3,-1.84e+16,-1.16e+17,1.34e+17,-4.63e+16,-3.66e+16,-1.12e+17
C202107300352A,2021,7,30,3,52,15,55.28,-156.77,33.8,5.48,0,1.3,1.3099999999999998e+17,-1.2199999999999998e+17,-8399999999999999.0,1.46e+17,4.48e+16,-7.62e+16
C202107301710A,2021,7,30,17,10,19,-5.02,-80.72,44.8,6.17,0,3.0,1.13e+18,-6.72e+17,-4.57e+17,5.6599999999999994e+17,1.7099999999999997e+18,-9.56e+17
C202107311539A,2021,7,31,15,39,21,27.71,-111.5,15.2,5.55,0,1.4,-2.8e+16,-2.35e+17,2.63e+17,-4.51e+16,1.56e+16,-7.089999999999999e+16
C202108010431A,2021,8,1,4,31,27,36.23,27.0,12.0,5.59,0,1.5,-2.43e+17,1.79e+16,2.25e+17,8.54e+16,-1.25e+16,1.72e+17
C202108020127A,2021,8,2,1,27,37,-30.49,-177.48,36.3,5.71,0,1.8,3.8e+17,-1.5399999999999998e+16,-3.65e+17,3.32e+16,2.52e+17,-1.18e+17
C202108020501A,2021,8,2,5,1,21,-4.33,134.01,12.0,6.04,0,2.6,-6.3e+16,-7.22e+17,7.849999999999999e+17,5.59e+17,-2.04e+17,1.11e+18
C202108022248A,2021,8,2,22,48,49,-3.32,100.07,15.0,6.15,0,3.0,6.85e+17,-3.31e+17,-3.54e+17,1.51e+18,-1.2899999999999997e+18,3.5299999999999994e+17
C202108030342A,2021,8,3,3,42,38,8.84,94.09,15.4,6.09,0,2.7,-2.84e+17,-9.93e+17,1.2799999999999997e+18,-1.79e+17,1.8099999999999997e+17,1.24e+18
C202108030643A,2021,8,3,6,43,0,-52.67,18.87,12.0,5.4,0,1.2,-1.3699999999999998e+17,1.12e+17,2.5e+16,8.04e+16,-3.0199999999999996e+16,-4.48e+16
C202108031201A,2021,8,3,12,1,21,-1.36,148.11,12.0,5.19,0,1.0,100000000000000.0,-7.38e+16,7.36e+16,-9999999999999998.0,1.02e+16,-1.18e+16
C202108032033A,2021,8,3,20,33,32,36.15,141.82,20.6,5.87,0,2.1,4.7399999999999994e+17,-5.169999999999999e+16,-4.22e+17,1.65e+17,5.98e+17,-1.92e+17
C202108040555A,2021,8,4,5,55,12,-20.5,172.54,12.1,5.58,0,1.5,-1.3799999999999998e+17,-1.24e+16,1.51e+17,-9.82e+16,5.45e+16,2.33e+17
C202108040717A,2021,8,4,7,17,23,-16.06,67.2,12.0,5.36,0,1.2,-1.37e+16,-1.21e+17,1.35e+17,-1.56e+16,-1.04e+16,5.19e+16
C202108041757A,2021,8,4,17,57,39,8.73,94.11,14.1,5.56,0,1.5,-4.42e+16,-1.56e+17,2e+17,-3.3899999999999996e+16,2.61e+16,2.0199999999999997e+17
C202108042150A,2021,8,4,21,50,46,24.78,122.21,12.2,5.81,0,2.0,-4.59e+17,6.35e+17,-1.76e+17,2.89e+17,1.53e+17,9300000000000000.0
C202108061922A,2021,8,6,19,22,2,-59.86,-25.45,33.7,5.94,0,2.3,-8.129999999999999e+17,4.63e+17,3.5e+17,-4.85e+17,1.98e+17,5.4399999999999994e+17
C202108082219A,2021,8,8,22,19,10,-59.72,159.55,23.5,5.66,0,1.6,-8999999999999999.0,-2.4799999999999997e+17,2.57e+17,3.82e+16,6.609999999999999e+16,2.7899999999999997e+17
C202108111746A,2021,8,11,17,46,14,6.09,127.03,44.9,7.09,0,8.6,4.55e+19,9.209999999999999e+18,-5.47e+19,1.86e+19,-4.92e+18,-9.9e+18
B202108120347A,2021,8,12,3,47,0,-18.37,-177.98,539.1,5.63,0,1.6,-2.8799999999999997e+17,5.919999999999999e+16,2.29e+17,-1.32e+17,-1.62e+17,1.0399999999999998e+17
C202108121553A,2021,8,12,15,53,28,6.06,127.35,22.0,5.67,0,1.7,2.91e+17,6.99e+16,-3.61e+17,1.05e+17,2.1599999999999997e+17,-3.82e+16
M202108121832A,2021,8,12,18,32,54,-59.48,-24.34,20.0,8.26,0,150.0,1.39e+21,-1.47e+20,-1.24e+21,-3.73e+20,2.75e+21,-2.56e+20
C202108121835A,2021,8,12,18,35,20,-60.47,-25.15,15.1,7.86,0,24.1,4.55e+20,-7.76e+19,-3.7799999999999993e+20,4.27e+20,4.18e+20,-2.67e+20
C202108130343A,2021,8,13,3,43,19,-58.08,-24.81,39.9,5.52,0,1.4,2.26e+17,-1.93e+16,-2.06e+17,-1.6799999999999998e+16,1.05e+17,3.55e+16
C202108130421A,2021,8,13,4,21,37,34.57,97.58,19.1,5.72,0,1.8,-7.99e+16,2.5799999999999997e+17,-1.78e+17,1.25e+16,-1.27e+17,4.07e+17
C202108130524B,2021,8,13,5,24,58,-57.82,-24.38,21.6,5.52,0,1.4,1.76e+17,1.02e+16,-1.8699999999999997e+17,-1.2299999999999998e+17,7.75e+16,7.019999999999999e+16
C202108130614A,2021,8,13,6,14,11,-59.62,-23.59,19.5,5.41,0,1.2,-3e+16,-1.1499999999999998e+17,1.4499999999999997e+17,-1.6999999999999998e+16,5.719999999999999e+16,7.599999999999998e+16
C202108131034A,2021,8,13,10,34,29,-60.7,-26.95,12.0,6.09,0,2.7,-1.2399999999999998e+17,-9.699999999999998e+16,2.21e+17,2.2299999999999997e+17,1.4e+17,-1.6899999999999997e+18
C202108131145A,2021,8,13,11,45,39,-57.32,-25.03,33.4,5.79,0,1.9,5.4699999999999994e+17,-2.55e+16,-5.22e+17,-1.84e+16,2.39e+17,1.2899999999999998e+17
C202108131508A,2021,8,13,15,8,32,13.77,120.66,129.5,5.85,0,2.1,7.78e+17,-3.08e+17,-4.7e+17,1.4399999999999998e+17,1.32e+17,2.91e+17
C202108131846A,2021,8,13,18,46,53,-27.07,-176.32,32.3,5.59,0,1.5,2.43e+17,-4600000000000000.0,-2.3799999999999997e+17,5.01e+16,1.7999999999999997e+17,-4.69e+16
C202108132015A,2021,8,13,20,15,52,-17.84,-13.41,20.6,5.59,0,1.5,-9200000000000000.0,1.0799999999999998e+17,-9.86e+16,1.2999999999999998e+17,-1.07e+17,-2.5099999999999997e+17
C202108140950A,2021,8,14,9,50,13,-22.64,-174.23,12.0,5.49,0,1.4,1.77e+17,-3.49e+16,-1.42e+17,8.62e+16,8.45e+16,-7.67e+16
C202108141000A,2021,8,14,10,0,9,-60.44,-26.48,12.0,5.55,0,1.4,6.52e+16,-5.24e+16,-1.2699999999999998e+16,2.45e+17,6.81e+16,-4.6e+16
C202108141030A,2021,8,14,10,30,14,-59.92,-26.39,77.7,5.5,0,1.4,2.05e+17,1.2e+16,-2.17e+17,8.07e+16,1.3199999999999998e+16,-1.95e+16
C202108141157A,2021,8,14,11,57,44,55.21,-157.42,25.6,7.03,0,7.6,1.45e+19,-1.18e+19,-2.7e+18,3.69e+19,2.03e+19,-6.779999999999999e+18
C202108141229A,2021,8,14,12,29,9,18.51,-73.63,12.0,7.15,0,9.2,3.64e+19,-4.2e+19,5.6e+18,-2.64e+19,-2.5e+19,4.149999999999999e+19
C202108141811A,2021,8,14,18,11,10,18.49,-73.58,18.9,5.38,0,1.2,2.7299999999999996e+16,-7.309999999999998e+16,4.58e+16,3100000000000000.0,1.0099999999999998e+17,8.83e+16
C202108142142A,2021,8,14,21,42,6,-56.57,-25.3,18.7,5.55,0,1.5,2.18e+17,2700000000000000.0,-2.2e+17,-1.73e+16,1.3099999999999998e+17,8.33e+16
C202108150320A,2021,8,15,3,20,45,18.46,-74.05,12.0,5.74,0,1.8,4.35e+17,-2.3099999999999997e+17,-2.05e+17,-5.27e+16,-2.03e+17,2.75e+17
C202108151634A,2021,8,15,16,34,51,-60.54,-28.0,12.0,5.37,0,1.2,-5.58e+16,-8.23e+16,1.3799999999999998e+17,9700000000000000.0,3.59e+16,-8.059999999999998e+16
C202108160546A,2021,8,16,5,46,19,-56.86,-25.09,19.1,5.8,0,1.9,4.65e+17,-1.42e+16,-4.51e+17,-1.14e+17,3.9499999999999994e+17,1.7e+17
C202108161110A,2021,8,16,11,10,36,-58.45,-22.84,15.5,6.83,0,6.4,-1.4299999999999998e+19,-9.68e+18,2.4e+19,3.58e+18,4.78e+18,1.1399999999999998e+19
C202108162050A,2021,8,16,20,50,34,-60.43,-24.15,12.0,5.55,0,1.5,-2.4599999999999997e+17,3.3699999999999996e+16,2.12e+17,-3.52e+16,-3.5699999999999996e+16,1.33e+17
C202108162337A,2021,8,16,23,37,25,-59.76,-25.59,50.4,5.52,0,1.4,2.19e+17,5799999999999999.0,-2.25e+17,1700000000000000.0,1.2e+16,-8.4e+16
C202108170310A,2021,8,17,3,10,50,-57.95,-23.34,22.9,5.65,0,1.6,-7.75e+16,-3.14e+17,3.92e+17,-5.79e+16,3.04e+16,8.989999999999998e+16
C202108171724A,2021,8,17,17,24,47,-23.16,-176.82,165.2,5.84,0,2.0,-1.03e+17,1.51e+17,-4.8e+16,-3.01e+17,-6.48e+17,1.13e+17
C202108171753A,2021,8,17,17,53,27,-58.02,-24.79,39.2,6.13,0,2.8,1.77e+18,1.2299999999999998e+17,-1.89e+18,-1.69e+17,7.58e+17,1.9499999999999997e+17
C202108172006A,2021,8,17,20,6,13,-59.92,-25.63,36.5,5.64,0,1.6,3.29e+17,-4.19e+16,-2.87e+17,-9700000000000000.0,9.929999999999998e+16,-1.61e+17
C202108180248A,2021,8,18,2,48,56,-59.94,-25.7,41.7,5.82,0,2.0,4.57e+17,1.17e+17,-5.74e+17,-1.32e+17,2.8799999999999997e+17,-2.8e+17
C202108181010A,2021,8,18,10,10,5,-14.9,166.84,101.3,6.95,0,7.3,7.3e+17,1.1399999999999998e+19,-1.22e+19,-1.3099999999999998e+19,-3.61e+18,2.81e+19
C202108182149A,2021,8,18,21,49,57,-59.92,-25.73,47.0,5.94,0,2.3,8.35e+17,7.1e+16,-9.059999999999999e+17,-2.36e+17,2.92e+17,-4.2999999999999994e+17
C202108220045A,2021,8,22,0,45,8,-60.32,-23.63,12.0,6.69,0,5.4,-1.2e+19,2.18e+18,9.87e+18,2.51e+18,6.1e+17,7.589999999999999e+18
C202108221522A,2021,8,22,15,21,58,-58.32,-24.63,34.6,5.72,0,1.8,1.9399999999999997e+17,2.2e+16,-2.1599999999999997e+17,-3.1999999999999994e+17,1.25e+17,2.59e+17
C202108222133A,2021,8,22,21,33,20,-60.56,-24.21,12.0,6.98,0,7.5,-3.3599999999999996e+19,5.73e+18,2.7899999999999996e+19,-1.77e+18,3.54e+18,1.92e+19
C202108240537A,2021,8,24,5,37,52,48.64,155.28,43.2,6.03,0,2.5,1.2799999999999997e+18,-2.89e+17,-9.88e+17,2.57e+17,4.49e+17,-5.85e+17
C202108241616A,2021,8,24,16,16,44,13.21,-92.1,12.0,5.31,0,1.1,-1.06e+17,8.32e+16,2.28e+16,4.07e+16,1.8999999999999996e+16,-4.71e+16
C202108250558A,2021,8,25,5,58,7,-29.57,-177.47,55.2,5.47,0,1.3,1.85e+17,-8399999999999999.0,-1.76e+17,3.3e+16,8.44e+16,-3.03e+16
C202108260214A,2021,8,26,2,14,21,-0.74,121.55,12.0,5.76,0,1.9,-2.1599999999999997e+17,6.25e+17,-4.0899999999999994e+17,2.3099999999999997e+17,1.72e+16,-4.639999999999999e+16
C202108260320A,2021,8,26,3,20,22,-58.89,-24.67,35.4,5.88,0,2.1,7.009999999999999e+17,1.3599999999999998e+17,-8.37e+17,-1.07e+17,2.4399999999999997e+17,-5.199999999999999e+16
C202108271022A,2021,8,27,10,22,26,5.73,125.21,38.0,5.68,0,1.7,2.5999999999999997e+17,1.4499999999999997e+17,-4.0399999999999994e+17,4.02e+16,-1.3799999999999998e+17,-2.11e+17
C202108281227A,2021,8,28,12,27,23,-3.41,140.27,30.2,5.8,0,1.9,3.7399999999999994e+17,-3.1799999999999994e+17,-5.57e+16,-4.35e+17,2.28e+17,1.77e+17
C202108292332A,2021,8,29,23,32,44,-58.15,-22.92,12.0,5.31,0,1.1,-8.2e+16,-5.22e+16,1.34e+17,-1.8699999999999996e+16,-2.18e+16,1.66e+16
C202108310252A,2021,8,31,2,52,50,-29.93,-177.1,22.4,6.41,0,3.9,4.09e+18,-4.499999999999999e+16,-4.04e+18,7.47e+17,2.91e+18,-1.1499999999999999e+18
C202108311326A,2021,8,31,13,26,58,-13.57,167.65,12.0,5.46,0,1.3,3.46e+16,5.67e+16,-9.13e+16,-4.54e+16,3.12e+16,1.72e+17
C202108311424A,2021,8,31,14,24,27,-56.99,-24.81,12.7,5.55,0,1.5,2.05e+17,1.56e+16,-2.21e+17,-3.21e+16,1.47e+17,6.429999999999999e+16
C202109010711A,2021,9,1,7,11,31,-43.07,-83.09,16.0,5.44,0,1.3,-1.4299999999999998e+16,6.089999999999999e+16,-4.669999999999999e+16,5.139999999999999e+16,-9600000000000000.0,-1.68e+17
C202109010901A,2021,9,1,9,1,12,-59.25,-24.87,40.7,5.59,0,1.5,2.73e+17,2.47e+16,-2.98e+17,2.97e+16,3.5099999999999996e+16,-1.0099999999999998e+17
C202109011350A,2021,9,1,13,50,12,-1.16,-24.25,15.0,5.73,0,1.8,-8.25e+16,6.729999999999999e+16,1.52e+16,1.78e+17,1700000000000000.0,-4.57e+17
C202109011835A,2021,9,1,18,35,44,-27.83,-71.32,40.9,5.69,0,1.7,3.16e+17,2.3e+16,-3.3899999999999994e+17,9.51e+16,-2.68e+17,-1.96e+16
C202109030006A,2021,9,3,0,6,17,-58.97,-24.96,50.8,5.53,0,1.4,2.2e+17,4.2e+16,-2.6199999999999997e+17,-2.65e+16,4.36e+16,-2300000000000000.0
C202109030749A,2021,9,3,7,49,44,-60.19,-26.23,12.0,5.59,0,1.5,-3.06e+17,2.7e+17,3.5999999999999996e+16,4.22e+16,-6.69e+16,-5.979999999999999e+16
C202109031014A,2021,9,3,10,14,26,49.45,146.9,589.8,5.78,0,1.9,5.13e+17,-9.15e+16,-4.21e+17,4.25e+16,-3.1799999999999994e+17,-1.75e+17
C202109050526A,2021,9,5,5,26,38,-56.72,-25.22,17.8,5.49,0,1.3,1.62e+17,2.7599999999999996e+16,-1.9e+17,1.09e+16,1.21e+17,3.64e+16
C202109050842A,2021,9,5,8,42,14,20.36,-109.18,15.9,5.45,0,1.3,-5.019999999999999e+16,-1.55e+17,2.05e+17,-2.09e+16,2000000000000000.0,5.76e+16
C202109050959A,2021,9,5,9,59,3,-58.77,-24.44,29.5,5.59,0,1.5,2.52e+17,3.32e+16,-2.85e+17,5.869999999999999e+16,7.67e+16,-1.05e+17
C202109051751A,2021,9,5,17,51,45,-22.11,-174.15,20.4,6.04,0,2.6,8.37e+17,-1.78e+17,-6.589999999999999e+17,4.8099999999999994e+17,1e+18,-5.2499999999999994e+17
C202109060819A,2021,9,6,8,19,43,-58.89,-24.49,30.3,5.68,0,1.7,3.63e+17,4.83e+16,-4.1099999999999994e+17,1.08e+16,1.42e+17,-7e+16
C202109070949A,2021,9,7,9,49,57,-19.42,-176.03,13.0,5.97,0,2.4,-6.7e+16,-1.09e+18,1.1599999999999997e+18,-4.3e+16,7.4e+16,-1.9499999999999997e+17
C202109080147A,2021,9,8,1,47,48,17.03,-99.74,20.7,6.97,0,7.5,2.29e+19,-2.13e+19,-1.62e+18,2.41e+19,-1.4299999999999998e+19,6.839999999999999e+18
C202109080520A,2021,9,8,5,20,7,38.16,73.07,25.1,5.57,0,1.5,4.04e+16,-2.77e+17,2.36e+17,-4.819999999999999e+16,8.44e+16,-5.39e+16
C202109081637A,2021,9,8,16,37,27,-38.19,-93.79,12.0,5.54,0,1.4,-2.39e+17,-1400000000000000.0,2.4e+17,4.029999999999999e+16,-8.68e+16,-1.0299999999999998e+16
C202109090347A,2021,9,9,3,47,10,-58.73,-24.61,28.3,5.4,0,1.2,7.69e+16,3.2799999999999996e+16,-1.1e+17,-3.66e+16,1.1899999999999998e+17,900000000000000.0
C202109090459A,2021,9,9,4,59,43,-19.22,-176.33,13.5,5.79,0,1.9,-8.059999999999998e+16,-3.59e+17,4.3899999999999994e+17,-3.53e+16,5.83e+16,-4.51e+17
C202109101707A,2021,9,10,17,7,15,-60.75,-25.83,13.8,5.45,0,1.3,-4.58e+16,-6.679999999999999e+16,1.13e+17,1.21e+16,1.7399999999999998e+16,1.6599999999999997e+17
C202109110923A,2021,9,11,9,23,5,-59.88,-25.82,49.7,5.47,0,1.3,1.58e+17,2.12e+16,-1.79e+17,-4.34e+16,5.5e+16,-9.37e+16
C202109130518A,2021,9,13,5,18,13,-23.85,-67.03,212.3,6.21,0,3.1,-8.53e+17,-3.4599999999999994e+17,1.2e+18,8.729999999999999e+17,-2.19e+18,-1.5e+16
C202109132246A,2021,9,13,22,46,6,32.51,137.73,376.0,5.85,0,2.1,-6.4e+16,3.43e+17,-2.7899999999999997e+17,6.739999999999999e+16,-7.05e+17,-1.32e+17
C202109152014A,2021,9,15,20,14,56,-28.15,-177.78,12.0,5.36,0,1.2,-1.35e+17,5.24e+16,8.25e+16,-2.44e+16,2.07e+16,6.82e+16
C202109161751A,2021,9,16,17,51,54,54.94,-156.25,18.6,5.67,0,1.8,1.5899999999999997e+17,-1.28e+17,-3.01e+16,3.4e+17,1.1899999999999998e+17,-8.78e+16
C202109171028A,2021,9,17,10,28,40,-13.35,167.44,12.0,5.76,0,1.9,4.33e+17,-4.74e+16,-3.85e+17,2899999999999999.5,9.22e+16,3.94e+17
C202109171650A,2021,9,17,16,50,42,-28.02,-177.76,12.0,5.29,0,1.1,-9.519999999999998e+16,1.85e+16,7.67e+16,2.48e+16,3.66e+16,4.54e+16
C202109201834A,2021,9,20,18,34,48,-21.2,-173.89,17.6,5.89,0,2.1,6.42e+17,-3.3e+16,-6.09e+17,2.71e+17,4.66e+17,-2.3699999999999997e+17
C202109202025A,2021,9,20,20,25,25,46.22,152.61,41.2,6.2,0,3.1,1.32e+18,9.58e+17,-2.28e+18,-1.0199999999999999e+18,-3.37e+17,1.1499999999999999e+18
C202109211314A,2021,9,21,13,14,31,-36.83,-74.27,12.0,6.41,0,3.9,2.65e+18,1.5e+16,-2.67e+18,-8.61e+17,-4.42e+18,-3.85e+17
C202109212315A,2021,9,21,23,15,53,-37.47,146.27,17.7,5.92,0,2.2,2.8e+16,2.11e+17,-2.39e+17,-2.1499999999999997e+17,6.619999999999999e+16,-9.149999999999999e+17
C202109220957A,2021,9,22,9,57,8,11.92,-87.99,27.3,6.55,0,4.6,5.81e+18,-4.01e+18,-1.81e+18,3.19e+18,-4.639999999999999e+18,3.5e+18
C202109221257A,2021,9,22,12,57,0,11.9,-87.86,34.8,5.7,0,1.7,3.29e+17,-2.8999999999999994e+17,-3.96e+16,1.76e+17,-1.71e+17,2.2e+17
C202109221701A,2021,9,22,17,1,28,56.43,117.73,12.0,5.24,0,1.0,-3.709999999999999e+16,2.4099999999999996e+16,1.2999999999999998e+16,-1.42e+16,2.9599999999999996e+16,7.81e+16
C202109231647A,2021,9,23,16,47,50,22.93,-108.15,13.4,5.72,0,1.8,-6.209999999999999e+16,-4.1099999999999994e+17,4.73e+17,-1.2199999999999998e+17,-3.3899999999999996e+16,-1.48e+17
C202109240702A,2021,9,24,7,2,30,51.12,-178.96,31.5,5.58,0,1.5,2.24e+17,-2.22e+17,-2099999999999999.8,1.63e+17,9.89e+16,-6.34e+16
C202109241152A,2021,9,24,11,52,31,51.11,-178.95,29.6,6.17,0,3.0,1.6999999999999997e+18,-1.65e+18,-5e+16,1.18e+18,8.76e+17,-5.31e+17
C202109250521A,2021,9,25,5,21,32,-53.37,23.83,12.0,5.79,0,1.9,-6.06e+17,3.43e+17,2.63e+17,8300000000000000.0,-9.15e+16,-3.1e+17
C202109261712A,2021,9,26,17,12,7,13.96,120.38,88.7,5.74,0,1.8,1.7e+17,1.78e+17,-3.4799999999999994e+17,2.5e+17,1.7399999999999997e+17,2.82e+17
C202109270617A,2021,9,27,6,17,22,35.12,25.18,12.0,5.94,0,2.3,-9.72e+17,3.38e+17,6.34e+17,-3.5e+16,6.099999999999999e+16,5.64e+17
C202109290837B,2021,9,29,8,37,5,38.92,135.21,371.4,6.16,0,2.9,-6.499999999999999e+17,2.8099999999999997e+17,3.6899999999999994e+17,-6.49e+17,-1.94e+18,6.41e+17
C202110020217A,2021,10,2,2,17,13,-7.18,154.8,12.0,5.5,0,1.4,1.55e+17,-9.21e+16,-6.319999999999999e+16,1.2999999999999998e+17,-8.469999999999998e+16,7.9e+16
C202110020424A,2021,10,2,4,24,28,-14.86,-173.25,12.0,5.67,0,1.7,4.71e+16,1.6599999999999997e+17,-2.13e+17,5.12e+16,2.82e+17,2.11e+17
C202110020629A,2021,10,2,6,29,18,-21.16,174.64,546.0,7.29,0,10.8,-5.32e+19,7.76e+19,-2.44e+19,-1.7e+19,-6.209999999999999e+19,5.26e+19
B202110021252A,2021,10,2,12,52,34,-9.52,-71.21,609.2,5.93,0,2.3,-1.0299999999999999e+18,2.26e+17,8.06e+17,-7.8e+16,4000000000000000.0,-3.23e+17
C202110022043A,2021,10,2,20,43,39,-9.22,67.05,20.0,6.0,0,2.5,-9.3e+16,-1.17e+18,1.26e+18,-2.2999999999999997e+17,1.7299999999999997e+17,2.3799999999999997e+17
C202110040239A,2021,10,4,2,39,27,32.22,49.74,23.3,5.57,0,1.5,2.57e+17,-2.33e+17,-2.3799999999999996e+16,2.8599999999999996e+16,3200000000000000.0,1.42e+17
C202110040354A,2021,10,4,3,54,6,-60.52,-27.22,12.0,6.2,0,3.1,-2.02e+18,1.38e+18,6.37e+17,3.82e+17,-8.8e+16,-1.93e+18
C202110040412A,2021,10,4,4,12,41,-47.08,33.5,22.4,5.52,0,1.4,-1.88e+16,1.56e+17,-1.3699999999999998e+17,-3.27e+16,-1.0099999999999998e+17,1.53e+17
C202110040634A,2021,10,4,6,34,14,-30.03,-177.26,32.8,5.77,0,1.9,4.43e+17,-2.1e+16,-4.22e+17,5.65e+16,3.56e+17,-1.0799999999999998e+17
C202110051746A,2021,10,5,17,46,3,40.01,142.23,48.2,5.73,0,1.8,4.01e+17,-3.3399999999999994e+17,-6.71e+16,-2.61e+16,-2.12e+17,-2.49e+17
C202110060812A,2021,10,6,8,12,56,31.25,131.44,30.0,5.5,0,1.4,7100000000000000.0,-1.72e+17,1.65e+17,8.45e+16,1.16e+17,3.3599999999999996e+16
C202110062201A,2021,10,6,22,1,10,29.93,67.98,14.1,5.96,0,2.4,5.14e+17,-7.149999999999999e+17,2.0099999999999997e+17,8.61e+17,2.54e+17,3.2e+16
C202110071341A,2021,10,7,13,41,24,35.54,140.23,56.8,5.98,0,2.4,1.0199999999999999e+18,1.1899999999999998e+17,-1.14e+18,3.2e+16,4.86e+17,3000000000000000.0
C202110071756A,2021,10,7,17,56,15,-55.68,-26.12,26.4,5.33,0,1.1,1.15e+16,9.73e+16,-1.09e+17,-4.78e+16,-2.82e+16,-3.78e+16
C202110071828A,2021,10,7,18,28,3,22.21,94.84,140.5,5.55,0,1.4,2.0799999999999997e+17,-2.2299999999999997e+17,1.57e+16,-9.8e+16,-1.17e+17,-2.68e+16
C202110072013A,2021,10,7,20,13,1,-58.85,158.23,19.4,6.0,0,2.4,1.21e+18,-5.08e+17,-7.05e+17,-5.9e+16,1.54e+17,7.009999999999999e+17
C202110090447A,2021,10,9,4,47,50,-15.77,-71.77,12.0,5.47,0,1.3,-1.82e+17,1.7299999999999997e+17,8699999999999999.0,-6.99e+16,-1.75e+16,-6.88e+16
C202110090719A,2021,10,9,7,19,27,49.95,149.97,447.5,5.64,0,1.6,-7.55e+16,-7.45e+16,1.5e+17,-1.83e+17,3.81e+16,-2.8799999999999997e+17
C202110091058A,2021,10,9,10,58,28,-21.31,174.4,531.7,6.91,0,7.0,2.4e+18,-1.97e+19,1.73e+19,-3.27e+18,-1.34e+19,1.8e+19
C202110092001A,2021,10,9,20,1,50,-4.82,152.87,56.1,5.58,0,1.5,2.61e+17,-2.92e+17,3.15e+16,8.75e+16,3.56e+16,-6.76e+16
C202110100020A,2021,10,10,0,20,41,-11.73,-71.74,13.0,5.59,0,1.5,-2.18e+17,3.4599999999999994e+17,-1.28e+17,1.3499999999999998e+16,8.19e+16,8999999999999999.0
C202110102148A,2021,10,10,21,48,37,18.86,-155.55,39.3,5.88,0,2.1,1.41e+17,-1.3699999999999998e+17,-4199999999999999.5,7.19e+17,-8.23e+16,-4.12e+17
C202110110910A,2021,10,11,9,10,24,56.45,-156.63,67.0,6.91,0,7.0,2.82e+18,2.1299999999999997e+18,-4.95e+18,8.89e+18,1.6799999999999998e+19,2.22e+19
C202110111234A,2021,10,11,12,34,36,0.93,126.17,30.5,5.79,0,1.9,5.17e+17,6.209999999999999e+16,-5.79e+17,-9.09e+16,1.9499999999999997e+17,-1.0799999999999998e+17
C202110112309A,2021,10,11,23,9,59,48.22,153.98,81.6,5.85,0,2.0,1.06e+17,-4.2e+17,3.15e+17,-4.9599999999999994e+17,-3.99e+17,6.859999999999999e+16
